City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
102,deputatskiy,69.3,139.9,-37.93,99,17,2.98,RU,1671302102
103,nanortalik,60.1432,-45.2371,24.06,71,3,8.48,GL,1671302043
104,ustye,59.6304,39.736,13.21,96,100,4.34,RU,1671302105
105,madras,13.0878,80.2785,80.58,83,40,2.3,IN,1671302089
106,constitucion,-35.3333,-72.4167,66.42,63,7,13.11,CL,1671302107
107,santa luzia,-19.7697,-43.8514,84.34,61,20,8.05,BR,1671302109
108,alofi,-19.0595,-169.9187,76.89,94,86,1.14,NU,1671302110
109,mackay,-21.15,149.2,77.68,65,100,16.6,AU,1671301860
110,tonantins,-2.8731,-67.8022,90.25,51,58,2.21,BR,1671302113
111,dawei,14.0833,98.2,75.25,63,66,12.75,MM,1671302114
112,batticaloa,7.7102,81.6924,76.91,84,100,11.99,LK,1671302116
113,fortuna,40.5982,-124.1573,45.99,95,0,5.75,US,1671302117
114,baruun-urt,46.6806,113.2792,-6.88,92,75,5.35,MN,1671302119
115,ballina,-28.8667,153.5667,62.02,84,99,12.93,AU,1671302120
116,zlobin,45.2924,14.6541,36.79,67,20,8.05,HR,1671302122
117,mount isa,-20.7333,139.5,85.77,14,100,10.36,AU,1671302123
118,balod,20.73,81.2047,59.83,47,29,3.27,IN,1671302125
119,talnakh,69.4865,88.3972,-3.86,90,100,8.61,RU,1671302126
120,makokou,0.5738,12.8642,71.33,93,57,1.63,GA,1671302128
121,upernavik,72.7868,-56.1549,13.51,54,100,5.41,GL,1671302129
122,shirakawa,37.1223,140.2376,36.95,89,36,7.4,JP,1671302131
123,samarai,-10.6167,150.6667,82.26,76,100,4.34,PG,1671302132
124,boardman,41.0242,-80.6628,32.68,71,100,4.0,US,1671302134
125,pochutla,15.7432,-96.4661,87.82,45,0,6.8,MX,1671302135
126,lazo,43.3817,133.9014,-3.96,93,59,5.32,RU,1671302136
127,codrington,-38.2667,141.9667,49.41,93,1,9.33,AU,1671302138
128,vila franca do campo,37.7167,-25.4333,68.2,87,99,26.28,PT,1671302139
129,kosa,59.9445,54.9977,-1.1,99,100,2.51,RU,1671302141
130,ancud,-41.8697,-73.8203,60.82,69,0,11.5,CL,1671302142
131,cidreira,-30.1811,-50.2056,71.08,64,87,14.05,BR,1671302144
132,stykkisholmur,65.0757,-22.7297,23.5,82,100,20.51,IS,1671302145
133,georgetown,5.4112,100.3354,80.53,91,40,3.44,MY,1671301848
134,puro,12.4841,123.3827,78.64,85,32,11.1,PH,1671302147
135,balabac,7.9868,117.0645,79.99,82,99,6.69,PH,1671302149
136,westport,41.1415,-73.3579,46.22,56,0,13.8,US,1671301861
137,praia da vitoria,38.7333,-27.0667,65.75,88,40,35.84,PT,1671302151
138,qaanaaq,77.484,-69.3632,0.3,68,96,11.32,GL,1671302152
139,martin,27.0837,-80.4164,77.97,83,99,8.46,US,1671302154
140,lebu,-37.6167,-73.65,63.77,73,1,15.14,CL,1671302155
141,cansancao,-10.6672,-39.4992,86.52,41,100,3.33,BR,1671302157
142,lagoa,39.05,-27.9833,62.29,82,96,37.13,PT,1671302158
143,mataura,-46.1927,168.8643,52.48,99,100,3.04,NZ,1671302160
144,port blair,11.6667,92.75,82.44,74,75,5.75,IN,1671302161
145,vardo,70.3705,31.1107,12.18,85,45,29.93,NO,1671302162
146,beeskow,52.1667,14.25,26.37,92,75,3.33,DE,1671302164
147,bengkulu,-3.8004,102.2655,74.59,91,100,4.9,ID,1671301869
148,jumla,29.2747,82.1838,38.98,31,0,4.65,NP,1671302167
149,malanje,-9.5402,16.341,65.01,83,100,3.83,AO,1671302168
150,verkhnevilyuysk,63.4453,120.3167,-50.08,100,67,1.41,RU,1671302170
151,san cristobal,7.7669,-72.225,77.18,40,94,6.02,VE,1671302171
152,norman wells,65.282,-126.8329,-5.76,77,40,12.66,CA,1671302173
153,pacific grove,36.6177,-121.9166,59.65,64,0,1.01,US,1671302174
154,san pedro pinula,14.6667,-89.85,79.16,44,1,4.65,GT,1671302175
155,bereda,43.2686,-7.5406,49.57,100,75,3.24,ES,1671302178
156,pisco,-13.7,-76.2167,75.25,69,0,11.5,PE,1671302179
157,venice,27.0998,-82.4543,75.22,56,100,5.75,US,1671302181
158,pascagoula,30.3658,-88.5561,55.42,57,100,13.8,US,1671302109
159,florianopolis,-27.6146,-48.5012,71.62,59,75,8.05,BR,1671302183
160,leningradskiy,69.3833,178.4167,1.35,85,35,2.82,RU,1671302184
161,mareeba,-17.0,145.4333,72.45,94,65,3.2,AU,1671302186
162,mogadouro,41.3403,-6.7119,44.26,84,99,3.24,PT,1671302187
163,panino,51.6467,40.1346,37.54,100,100,11.83,RU,1671302188
164,manaus,-3.1019,-60.025,81.1,83,75,8.05,BR,1671301934
165,verkhoyansk,67.5447,133.385,-53.21,98,51,0.49,RU,1671302191
166,richards bay,-28.783,32.0377,74.89,88,100,11.88,ZA,1671302192
167,beloha,-25.1667,45.05,71.92,90,99,7.47,MG,1671302193
168,mount gambier,-37.8333,140.7667,50.83,87,0,8.9,AU,1671302195
169,carthage,36.8611,10.3316,56.73,82,40,0.0,TN,1671302196
170,hithadhoo,-0.6,73.0833,81.57,74,1,12.28,MV,1671302198
171,katsuura,35.1333,140.3,45.95,88,100,10.56,JP,1671302199
172,pangnirtung,66.1451,-65.7125,19.4,68,75,4.61,CA,1671302200
173,saldanha,-33.0117,17.9442,69.85,87,7,21.07,ZA,1671302202
174,faanui,-16.4833,-151.75,80.01,77,100,11.9,PF,1671302203
175,santa lucia,27.9117,-15.5407,61.92,68,20,5.75,ES,1671301975
176,talara,-4.5772,-81.2719,81.36,61,0,17.27,PE,1671302206
177,nurota,40.5614,65.6886,38.43,54,100,7.16,UZ,1671302207
178,jodiya,22.6925,70.306,76.24,35,14,7.38,IN,1671302208
179,sao borja,-28.6606,-56.0044,86.95,17,100,8.21,BR,1671302076
180,ubinskoye,55.3068,79.6802,-7.11,86,13,6.93,RU,1671302211
181,pundaguitan,6.3711,126.1689,81.21,74,100,8.23,PH,1671302212
182,sao filipe,14.8961,-24.4956,76.87,71,100,8.03,CV,1671302214
183,kaitangata,-46.2817,169.8464,50.31,97,100,6.51,NZ,1671302215
184,sasovo,54.3537,41.9199,32.83,99,100,6.17,RU,1671302216
185,bonfim,3.0833,-59.95,86.27,60,90,9.55,BR,1671302217
186,yulara,-25.2406,130.9889,68.49,56,86,11.05,AU,1671302219
187,tahe,52.3333,124.7333,-17.64,90,100,4.25,CN,1671302220
188,skelleftea,64.7507,20.9528,7.16,92,19,8.05,SE,1671302222
189,ixtapa,20.7,-105.2,76.23,57,100,0.0,MX,1671302224
190,saskylakh,71.9167,114.0833,-36.53,100,45,5.12,RU,1671302225
191,yar-sale,66.8333,70.8333,12.34,94,100,12.55,RU,1671301996
192,krasnoselkup,65.7,82.4667,4.37,95,100,14.16,RU,1671302115
193,namibe,-15.1961,12.1522,71.51,76,100,12.48,AO,1671302229
194,punta alta,-38.8759,-62.0736,87.55,29,4,6.53,AR,1671302230
195,dubti,11.7361,41.0853,79.9,43,29,16.37,ET,1671302231
196,aklavik,68.2191,-135.0107,-4.0,71,75,11.5,CA,1671302233
197,san patricio,28.017,-97.5169,55.49,36,100,10.76,US,1671302234
198,mar del plata,-38.0023,-57.5575,72.82,65,0,23.02,AR,1671302236
199,isangel,-19.55,169.2667,64.51,82,20,0.0,VU,1671302238
200,altamont,42.2068,-121.7372,23.77,89,20,0.0,US,1671302239
201,rupert,42.6191,-113.6772,13.17,78,0,0.0,US,1671302240
202,leh,34.1667,77.5833,16.7,54,1,1.5,IN,1671302242
203,naze,28.3667,129.4833,52.72,75,100,27.92,JP,1671302243
204,concordia,-31.393,-58.0209,82.47,40,75,10.0,AR,1671302245
205,srednekolymsk,67.45,153.6833,-20.33,97,100,8.52,RU,1671302246
206,sao joao da barra,-21.6403,-41.0511,82.49,77,97,14.97,BR,1671302248
207,nemuro,43.3236,145.575,37.4,98,100,24.02,JP,1671302249
208,nome,64.5011,-165.4064,23.07,39,20,10.36,US,1671301951
209,masallatah,32.6167,14.0,62.29,82,0,6.42,LY,1671302252
210,methoni,36.8197,21.7049,64.22,90,13,8.08,GR,1671302253
211,guerrero negro,27.9769,-114.0611,66.13,31,13,1.83,MX,1671302255
212,sorland,67.667,12.6934,35.46,57,100,12.77,NO,1671302256
213,atambua,-9.1061,124.8925,72.1,86,100,1.66,ID,1671302258
214,homer,59.6425,-151.5483,23.81,77,0,14.0,US,1671302117
215,gua musang,4.8823,101.9644,72.77,100,100,1.01,MY,1671302260
216,tasiilaq,65.6145,-37.6368,15.96,56,0,6.24,GL,1671302262
217,severo-kurilsk,50.6789,156.125,25.56,66,85,17.34,RU,1671302263
218,wairoa,-39.0333,177.3667,64.54,99,100,1.99,NZ,1671302264
219,kyren,51.6828,102.1408,3.13,82,61,1.3,RU,1671302266
220,clyde river,70.4692,-68.5914,12.43,79,100,18.41,CA,1671302267
221,wanaka,-44.7,169.15,58.1,83,100,1.99,NZ,1671302268
222,mana,5.6592,-53.7767,78.24,84,95,9.15,GF,1671302270
223,jejuri,18.2833,74.1667,71.92,58,6,5.41,IN,1671302271
224,aleksandrovka,46.8383,32.7612,52.83,95,100,14.25,UA,1671302272
225,muslyumovo,55.3033,53.1947,26.13,97,100,9.1,RU,1671302274
226,sawtell,-30.3833,153.1,62.19,67,75,9.22,AU,1671302276
227,huntingdon,52.3305,-0.1865,37.02,90,100,5.99,GB,1671302277
228,porto novo,6.4965,2.6036,82.22,78,100,7.76,BJ,1671302279
229,mumbwa,-14.9783,27.0619,65.93,85,100,4.25,ZM,1671302280
230,pemba,-12.974,40.5178,79.5,83,75,14.97,MZ,1671302281
231,dingle,10.9995,122.6711,74.17,93,94,7.96,PH,1671302283
232,rio grande,-32.035,-52.0986,78.91,65,43,19.19,BR,1671302284
233,clarence town,-32.5833,151.7833,61.99,88,100,3.06,AU,1671302286
234,half moon bay,37.4636,-122.4286,55.27,73,0,6.91,US,1671302288
235,katsina,12.9894,7.6006,75.18,16,100,9.15,NG,1671302289
236,surt,31.2089,16.5887,69.1,75,0,7.78,LY,1671302291
237,prenzlau,53.3167,13.8667,21.9,97,34,5.3,DE,1671302292
238,viedma,-40.8135,-62.9967,93.34,14,100,19.42,AR,1671302293
239,zaragoza,41.6561,-0.8773,51.03,80,20,3.44,ES,1671302295
240,opuwo,-18.0607,13.84,76.01,43,99,8.39,NA,1671302296
241,cumberland,35.0502,-78.8664,53.49,54,0,8.05,US,1671302298
242,birao,10.2849,22.7882,74.14,26,85,6.38,CF,1671302299
243,poim,53.0264,43.1872,33.73,100,100,7.74,RU,1671302300
244,prado,-17.3411,-39.2208,76.08,92,100,10.02,BR,1671302302
245,thunder bay,48.4001,-89.3168,30.18,93,100,6.91,CA,1671302303
246,haines junction,60.7522,-137.5108,-16.65,69,62,3.44,CA,1671302305
247,patu,-6.11,-37.6367,94.68,25,91,7.7,BR,1671302306
248,portland,45.5234,-122.6762,40.28,82,20,3.44,US,1671302041
249,geraldton,-28.7667,114.6,63.01,82,5,5.75,AU,1671302308
250,tiksi,71.6872,128.8694,-23.49,98,98,2.8,RU,1671302310
251,grand gaube,-20.0064,57.6608,78.39,70,54,5.99,MU,1671302311
252,khatanga,71.9667,102.5,-8.54,100,94,4.25,RU,1671302312
253,fukue,32.6881,128.8419,41.11,74,100,34.92,JP,1671302314
254,fort nelson,58.8053,-122.7002,-0.06,82,100,5.75,CA,1671302315
255,ndjole,-0.1783,10.7649,75.76,95,100,1.7,GA,1671302317
256,bambous virieux,-20.3428,57.7575,78.22,73,40,11.5,MU,1671302205
257,dukat,62.55,155.55,-6.02,97,100,7.18,RU,1671302319
258,yumen,40.2833,97.2,10.33,59,0,5.55,CN,1671302321
259,rongcheng,30.634,117.8517,29.34,38,0,3.53,CN,1671302322
260,leo,11.1,-2.1,79.56,16,0,7.45,BF,1671302323
261,mahebourg,-20.4081,57.7,78.26,73,40,11.5,MU,1671302325
262,ararangua,-28.9347,-49.4858,71.38,63,95,3.94,BR,1671302326
263,chiheru de jos,46.6833,24.8833,39.34,94,100,7.0,RO,1671302328
264,buchmany,51.0689,28.0421,25.81,94,100,11.74,UA,1671302329
265,ponta do sol,32.6667,-17.1,67.01,81,30,6.4,PT,1671302063
266,petropavlovskoye,52.0712,84.107,3.94,87,93,4.88,RU,1671302333
267,svetlyy,54.675,20.1347,21.25,98,80,1.83,RU,1671302334
268,te kauwhata,-37.4,175.15,65.14,98,100,2.86,NZ,1671302335
269,alekseyevsk,57.8406,108.3492,-3.89,99,100,3.02,RU,1671302337
270,christchurch,-43.5333,172.6333,59.92,92,100,9.22,NZ,1671302338
271,taltal,-25.4,-70.4833,68.92,68,2,7.2,CL,1671302339
272,yagodnoye,62.55,149.6667,-7.38,99,100,4.74,RU,1671302341
273,port macquarie,-31.4333,152.9167,54.9,75,100,10.94,AU,1671302342
274,remanso,-9.6179,-42.0831,79.79,68,98,9.98,BR,1671302343
275,axim,4.8699,-2.2405,79.52,80,10,7.23,GH,1671302345
